neg,neu,pos,compound,Text,Processed_Text
0.0,1.0,0.0,0.0,productlink httpswwwamazonintclinchescertifiedandroid32s5205dpb09zpm4c2crefsr186qid1672909128selectronicssr186,productlink httpswwwamazonintclinchescertifiedandroidsdpbzpmccrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b2djdcpx,productid bbdjdcpx
0.0,1.0,0.0,0.0,productnam swapkart fast charg cabl data sync usb cabl compat iphon 66s77881011 12 13 pro max ipad airmini ipod io devic white,productnam swapkart fast charg cabl data sync usb cabl compat iphon s pro max ipad airmini ipod io devic white
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 39,rate
0.0,1.0,0.0,0.0,ratingcount 536,ratingcount
0.018,0.853,0.129,0.9231,aboutproduct high compat iphon data cabl support iphon 66s6 plus6 plus7 7 plu 8 8plusxxs11 pro max12 mini pro max13 mini pro max ipad air ipad mini ipod nano ipod touchfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bank fast charg fast adapt mustdur spring protectionth easytobreak connect port protect spring flexibl durabl cabley use confid ultra high qualiti accord experiment result fishbon design accept least 20000 bend insert test extra protect durabl upgrad 3d aluminum connector exclus laser weld technolog ensur metal part wont break also tighter connect fit well even protect case never loos connect good sale serviceour friendli reliabl custom servic respond within 24 hour purchas confidenceand everi sale includ 365day worryfre servic prove import set qualiti,aboutproduct high compat iphon data cabl support iphon s plus plus plu plusxxs pro max mini pro max mini pro max ipad air ipad mini ipod nano ipod touchfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bank fast charg fast adapt mustdur spring protectionth easytobreak connect port protect spring flexibl durabl cabley use confid ultra high qualiti accord experiment result fishbon design accept least bend insert test extra protect durabl upgrad d aluminum connector exclus laser weld technolog ensur metal part wont break also tighter connect fit well even protect case never loos connect good sale serviceour friendli reliabl custom servic respond within hour purchas confidenceand everi sale includ day worryfre servic prove import set qualiti
0.0,1.0,0.0,0.0,productlink httpswwwamazoninswapkartchargingcompatibleiphonedevicesdpb0b2djdcpxrefsr187qid1672909128selectronicssr187,productlink httpswwwamazoninswapkartchargingcompatibleiphonedevicesdpbbdjdcpxrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0bczcqtjx,productid bbczcqtjx
0.0,1.0,0.0,0.0,productnam firestick remot,productnam firestick remot
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideoaccessoriesremotecontrol,categori electronicshometheatertvvideoaccessoriesremotecontrol
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 32,ratingcount
0.124,0.733,0.143,-0.2023,aboutproduct compat amazon fire tv stick 3rd gen 2021 compat amazon fire tv stick lite compat amazon fire tv stick 2nd gen compat amazon fire tv stick 4k compat amazon fire tv stick 4k max stream devic compat amazon fire tv stick plu 2021thi voic remot control need pair first use pair step press home button 830 second led start rapidli flash amber remot automat pair devicewith standard navig playback control quickli skip favorit scenesalexa funtion make easili find launch control exist content want play music view sport score check weather see live camera feed control compat smart home devic,aboutproduct compat amazon fire tv stick rd gen compat amazon fire tv stick lite compat amazon fire tv stick nd gen compat amazon fire tv stick k compat amazon fire tv stick k max stream devic compat amazon fire tv stick plu thi voic remot control need pair first use pair step press home button second led start rapidli flash amber remot automat pair devicewith standard navig playback control quickli skip favorit scenesalexa funtion make easili find launch control exist content want play music view sport score check weather see live camera feed control compat smart home devic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninbasesailor2ndgenerationfirestickremotedpb0bczcqtjxrefsr188qid1672909128selectronicssr188,productlink httpswwwamazoninbasesailorndgenerationfirestickremotedpbbczcqtjxrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07lgt55sj,productid blgtsj
0.0,1.0,0.0,0.0,productnam wayona usb nylon braid data sync charg cabl iphon ipad tablet red black,productnam wayona usb nylon braid data sync charg cabl iphon ipad tablet red black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 24269,ratingcount
0.026,0.851,0.123,0.8519,aboutproduct high compat compat iphon xx maxxr phone 88 plusphon 77 plusphon 6s6 plusphon 66 plus55s5csepad propad air 12pad mini 123pod nano7pod touch devicesfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bankdur durabl nylon braid design premium aluminum hous toughen nylon fiber wound tightli around cord lend superior durabl ad bit flexibilityhigh secur level design fulli protect devic damag excess currentcopp core thickmultilay shield antiinterfer protect circuit equipmentwarranti 12month warranti friendli custom servic ensur longtim enjoy purchas meet question problem pleas dont hesit contact us 10am 7pm work day,aboutproduct high compat compat iphon xx maxxr phone plusphon plusphon s plusphon plusscsepad propad air pad mini pod nanopod touch devicesfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bankdur durabl nylon braid design premium aluminum hous toughen nylon fiber wound tightli around cord lend superior durabl ad bit flexibilityhigh secur level design fulli protect devic damag excess currentcopp core thickmultilay shield antiinterfer protect circuit equipmentwarranti month warranti friendli custom servic ensur longtim enjoy purchas meet question problem pleas dont hesit contact us am pm work day
0.0,1.0,0.0,0.0,productlink httpswwwamazoninwayonabraidedsyncingchargingiphonedpb07lgt55sjrefsr189qid1672909128selectronicssr189,productlink httpswwwamazoninwayonabraidedsyncingchargingiphonedpblgtsjrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09nkzxmwj,productid bnkzxmwj
0.059,0.941,0.0,-0.128,productnam flix beetel usb type c pvc data sync 2a 480mbp data sync tough fast charg long cabl usb type c devic charg adapt white 1 meter xcdc12,productnam flix beetel usb type c pvc data sync a mbp data sync tough fast charg long cabl usb type c devic charg adapt white meter xcdc
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 9378,ratingcount
0.0,0.764,0.236,0.9403,aboutproduct durabl pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductorsflix c12 data charg cabl equip typec usb port cabl support 24amp power output power fast charg smart devicetypec usb cabl 1 meter length optim easi use comfort home offic help overcom distanc restrictionscharg sync usb cabl charg data sync simultan 480mbp speed compat devic ctype usb port,aboutproduct durabl pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductorsflix c data charg cabl equip typec usb port cabl support amp power output power fast charg smart devicetypec usb cabl meter length optim easi use comfort home offic help overcom distanc restrictionscharg sync usb cabl charg data sync simultan mbp speed compat devic ctype usb port
0.0,1.0,0.0,0.0,productlink httpswwwamazoninflixcharging480mbpsdevicesxcdc12dpb09nkzxmwjrefsr190qid1672909128selectronicssr190,productlink httpswwwamazoninflixchargingmbpsdevicesxcdcdpbnkzxmwjrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08qx1cc14,productid bqxcc
0.0,0.816,0.184,0.4019,productnam skywal 8128 cm 32 inch hd readi smart led tv 32swelspro black,productnam skywal cm inch hd readi smart led tv swelspro black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 34,rate
0.0,1.0,0.0,0.0,ratingcount 902,ratingcount
0.03,0.884,0.086,0.7351,aboutproduct resolut full hd 1920 x 1080 refresh rate 60 hertzconnect 2 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devicessound output 30 watt output dolbi audiosmart tv featur builtin wifi netflix googl play store youtub chrome cast media center googl voic assist android 9o base osdisplay grade panel micro dim true color view angl 178 degre 2k hdr10 167 million8bitwarranti inform 1 year warranti provid skywal date purchaseinstal brand contact instal product deliv contact brand support assist pleas visit brand websit tollfre number provid product model name seller detail mention invoic servic center allot conveni slot serviceeasi return product elig replac within 10 day deliveri case product defect damag featur match descript provid,aboutproduct resolut full hd x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devicessound output watt output dolbi audiosmart tv featur builtin wifi netflix googl play store youtub chrome cast media center googl voic assist android o base osdisplay grade panel micro dim true color view angl degre k hdr millionbitwarranti inform year warranti provid skywal date purchaseinstal brand contact instal product deliv contact brand support assist pleas visit brand websit tollfre number provid product model name seller detail mention invoic servic center allot conveni slot serviceeasi return product elig replac within day deliveri case product defect damag featur match descript provid
0.0,1.0,0.0,0.0,productlink httpswwwamazoninskywall8128inchessmart32swelsprodpb08qx1cc14refsr191qid1672909128selectronicssr191,productlink httpswwwamazoninskywallinchessmartswelsprodpbqxccrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0974h97tj,productid bhtj
0.0,1.0,0.0,0.0,productnam boat 350 type c cabl smartphon charg adapt 15m carbon black,productnam boat type c cabl smartphon charg adapt m carbon black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 44,rate
0.0,1.0,0.0,0.0,ratingcount 28791,ratingcount
0.0,0.835,0.165,0.9325,aboutproduct 350 offer univers compat smartphon tablet pc peripher bluetooth speaker power bank devic type c portit support 3a fast charg extraordinari effici durabl pvc hous last 6 time longer 10000 bend lifespanth cabl support data transmiss rapid sync 480 mbpsthe revers metal aluminium tip let user connect devic carefre mannerit don premium cotton braid skin make sturdi invinc extern damagewith 10000 bend lifespan cabl stay stronger last longera 350 cabl design perfect 15 meter length hassl free usage2 year warranti date purchas,aboutproduct offer univers compat smartphon tablet pc peripher bluetooth speaker power bank devic type c portit support a fast charg extraordinari effici durabl pvc hous last time longer bend lifespanth cabl support data transmiss rapid sync mbpsthe revers metal aluminium tip let user connect devic carefre mannerit don premium cotton braid skin make sturdi invinc extern damagewith bend lifespan cabl stay stronger last longera cabl design perfect meter length hassl free usage year warranti date purchas
0.0,1.0,0.0,0.0,productlink httpswwwamazoninboat350cablecarbonblackdpb0974h97tjrefsr192qid1672909128selectronicssr192,productlink httpswwwamazoninboatcablecarbonblackdpbhtjrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07gvgtsln,productid bgvgtsln
0.0,1.0,0.0,0.0,productnam wayona usb type c fast charger cabl fast charg usb c cablecord compat samsung galaxi s10e s10 s9 s8 plu s10note 10 note 9 note 8s20m31sm40realm x3pixel 2 xl 3 ft pack 1grey,productnam wayona usb type c fast charger cabl fast charg usb c cablecord compat samsung galaxi se s s s plu snote note note smsmrealm xpixel xl ft pack grey
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 10576,ratingcount
0.0,0.906,0.094,0.93,aboutproduct fast charg data sync fast charg data transfer usb usb c conform usb type c specif version 11 56kilohm ensur safe charg 48a maximum charg sync 2 1 data transfer speed 480mbpsextrem durabl 10000 bend teststhi type c cabl far durabl price premium nylon braid type c cabl add addit durabl tangl freeconveni designth light spacesav 1m usb type c cabl perfect home offic desk alway keep space tidi super easi carri conveni travel make life convenientwid compat usb usb c charger cabl compat samsung galaxi s10e s10 s10 plu s9 s9 plu s8 s8 plu note 10 note 10 plu note9 note8 a40 a50 a70 a80 a3 a5 2017 soni xperia xz3 xz2 premium xa2 xa1xz1 moto g6 g6 plu g7 g7 power g7 play g7 plu z z2 z3 x4 lg g8 g7 g6 g5 v40 v35 v30 v20 googel pixel 2 xl htc 10 u11premium servic wayona promis reliabl guarante top rate usb c charger cord rope 247 custom servic everi client pleas hesit reach us,aboutproduct fast charg data sync fast charg data transfer usb usb c conform usb type c specif version kilohm ensur safe charg a maximum charg sync data transfer speed mbpsextrem durabl bend teststhi type c cabl far durabl price premium nylon braid type c cabl add addit durabl tangl freeconveni designth light spacesav m usb type c cabl perfect home offic desk alway keep space tidi super easi carri conveni travel make life convenientwid compat usb usb c charger cabl compat samsung galaxi se s s plu s s plu s s plu note note plu note note a a a a a a soni xperia xz xz premium xa xaxz moto g g plu g g power g play g plu z z z x lg g g g g v v v v googel pixel xl htc upremium servic wayona promis reliabl guarante top rate usb c charger cord rope custom servic everi client pleas hesit reach us
0.0,1.0,0.0,0.0,productlink httpswwwamazoninwayonacablebraidedchargersmartphonesdpb07gvgtslnrefsr193qid1672909128selectronicssr193,productlink httpswwwamazoninwayonacablebraidedchargersmartphonesdpbgvgtslnrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09vchlsjf,productid bvchlsjf
0.0,0.856,0.144,0.4019,productnam oneplu 108 cm 43 inch seri 4k ultra hd smart android led tv 43y1 pro black,productnam oneplu cm inch seri k ultra hd smart android led tv y pro black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 7298,ratingcount
0.044,0.876,0.079,0.5719,aboutproduct resolut 4k ultra hd 3840x2160 refresh rate 60 hertzconnect 3 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devic dualband wifisound 24 watt output dolbi audio dolbi atmo decodingsmart tv featur android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee5 ero oxygen playdisplay bezelless design decod hdr10 hdr10 hlg 1 billion color gamma engin memcwarranti inform 1 year comprehens warranti addit 1 year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time installationeasi return product elig replac within 10 day deliveri case product defect damag featur match descript provid,aboutproduct resolut k ultra hd x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic dualband wifisound watt output dolbi audio dolbi atmo decodingsmart tv featur android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee ero oxygen playdisplay bezelless design decod hdr hdr hlg billion color gamma engin memcwarranti inform year comprehens warranti addit year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time installationeasi return product elig replac within day deliveri case product defect damag featur match descript provid
0.0,1.0,0.0,0.0,productlink httpswwwamazoninoneplus43inchesandroidprodpb09vchlsjfrefsr194qid1672909128selectronicssr194,productlink httpswwwamazoninoneplusinchesandroidprodpbvchlsjfrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b1yzx72f,productid bbyzxf
0.0,0.847,0.153,0.4019,productnam acer 127 cm 50 inch seri 4k ultra hd android smart led tv ar50ar2851udfl black,productnam acer cm inch seri k ultra hd android smart led tv ararudfl black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 4703,ratingcount
0.021,0.875,0.103,0.9274,aboutproduct resolut 4k ultra hd 3840x2160 refresh rate 60 hertz 178 degre wide view angleconnect dual band wifi 2 way bluetooth hdmi port 21 x 3 hdmi 1 support earc connect person comput laptop set top box bluray speaker game consol usb port 20 x 1 30 x 1 connect hard drive usb devicesound 30 watt output high fidel speaker dolbi audio 5 sound mode movi music standard new sportssmart tv featur googl certifi android tv 11 googl assist chromecast builtin voic control smart remot hotkey quick access netflix prime video youtub disneyhotstar 5 pictur mode 2gb ram 16gb storag 64bit quad core processordisplay 107 billion colour memc wide colour gamut intellig frame stabil engin dynam signal calibr hdr10 hlg uhd upscal super bright micro dim blue light reduct 178 degre wide view anglewarranti inform 2 year comprehens warranti provid manufactur date purchaseinstal installationwal mountingdemo arrang ah team inform pleas contact amazon custom support wall mount includ box charg time installationeasi return product elig replac within 10 day deliveri case product defect damag featur match descript,aboutproduct resolut k ultra hd x refresh rate hertz degre wide view angleconnect dual band wifi way bluetooth hdmi port x hdmi support earc connect person comput laptop set top box bluray speaker game consol usb port x x connect hard drive usb devicesound watt output high fidel speaker dolbi audio sound mode movi music standard new sportssmart tv featur googl certifi android tv googl assist chromecast builtin voic control smart remot hotkey quick access netflix prime video youtub disneyhotstar pictur mode gb ram gb storag bit quad core processordisplay billion colour memc wide colour gamut intellig frame stabil engin dynam signal calibr hdr hlg uhd upscal super bright micro dim blue light reduct degre wide view anglewarranti inform year comprehens warranti provid manufactur date purchaseinstal installationwal mountingdemo arrang ah team inform pleas contact amazon custom support wall mount includ box charg time installationeasi return product elig replac within day deliveri case product defect damag featur match descript
0.0,1.0,0.0,0.0,productlink httpswwwamazoninacerinchesultraandroidar50ar2851udfldpb0b1yzx72frefsr195qid1672909128selectronicssr195,productlink httpswwwamazoninacerinchesultraandroidararudfldpbbyzxfrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b092bjmt8q,productid bbjmtq
0.0,0.847,0.153,0.4019,productnam samsung 108 cm 43 inch crystal 4k seri ultra hd smart led tv ua43aue60aklxl black,productnam samsung cm inch crystal k seri ultra hd smart led tv uaaueaklxl black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 7109,ratingcount
0.012,0.905,0.083,0.7845,aboutproduct resolut crystal 4k uhd 3840x2160 resolut refresh rate 60 hertzconnect 3 hdmi port connect set top box bluray speaker game consol 1 usb port connect hard drive usb devicesdisplay ultra hd 4k led panel one billion color air slim design support hdr 10 purcolor mega contarst uhd dim auto game modesound 20 watt output power speaker dolbi digit plu q symphonysmart tv featur prime video hotstar netflix zee5 tap view pc mode univers guid web browser screen mirroringwarranti inform 1 year warranti provid manufactur date purchas 1 year addit panelinstal request installationwal mountingdemo product deliv pleas directli call samsung support 1800407267864 180057267864 provid product model name well seller detail mention invoic,aboutproduct resolut crystal k uhd x resolut refresh rate hertzconnect hdmi port connect set top box bluray speaker game consol usb port connect hard drive usb devicesdisplay ultra hd k led panel one billion color air slim design support hdr purcolor mega contarst uhd dim auto game modesound watt output power speaker dolbi digit plu q symphonysmart tv featur prime video hotstar netflix zee tap view pc mode univers guid web browser screen mirroringwarranti inform year warranti provid manufactur date purchas year addit panelinstal request installationwal mountingdemo product deliv pleas directli call samsung support provid product model name well seller detail mention invoic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninsamsunginchescrystalultraua43aue60aklxldpb092bjmt8qrefsr196qid1672909128selectronicssr196,productlink httpswwwamazoninsamsunginchescrystalultrauaaueaklxldpbbjmtqrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0bmxmlsmm,productid bbmxmlsmm
0.0,1.0,0.0,0.0,productnam lapster 65w compat oneplu dash warp charg cabl type c c cabl fast charg data sync cabl compat one plu 10r 9rt 9 pro 9r 8t 9 nord type c devic red 1 meter,productnam lapster w compat oneplu dash warp charg cabl type c c cabl fast charg data sync cabl compat one plu r rt pro r t nord type c devic red meter
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 45,rate
0.0,1.0,0.0,0.0,ratingcount 127,ratingcount
0.0,0.909,0.091,0.9201,aboutproduct 1 meter type c c cabl fast charg cabl conveni type usb c laptop tablet smartphones65 amp usb c cabl compat 60w 45w 30w 18w 15w usbc power adapt support pd 30 qc 30 fast charg devic data transfer speed 480mbp usb 20 note support video transferamusb c c cabl support warp charg one plu 8t one plu 99 pro fast charg macbook air 13 inch 202020192018 macbook pro 131516 inch amcompatibl type c c cabl fast charg cabe newest 20202019201820172016 ipad mini 2021 ipad pro 12911 inch 2020 googl pixel 66 pro54a4 xl43a xl3a3 xl32 xl2 samsung galaxi s21 fe 5gs20 fe 5gnote 20 ultranot 20s20s20s20 ultra galaxi z flip 3 galaxi z fold 3 devices65 watt type c cabl premium silicon coat highqual prolong bend lifespan pure copper core usb c connector design advanc emark chip higher effici safer charg one plu 8t output deliveri 65a 10v max 65 charg capac take 30 minut save valu time,aboutproduct meter type c c cabl fast charg cabl conveni type usb c laptop tablet smartphones amp usb c cabl compat w w w w w usbc power adapt support pd qc fast charg devic data transfer speed mbp usb note support video transferamusb c c cabl support warp charg one plu t one plu pro fast charg macbook air inch macbook pro inch amcompatibl type c c cabl fast charg cabe newest ipad mini ipad pro inch googl pixel proa xla xla xl xl samsung galaxi s fe gs fe gnote ultranot sss ultra galaxi z flip galaxi z fold devices watt type c cabl premium silicon coat highqual prolong bend lifespan pure copper core usb c connector design advanc emark chip higher effici safer charg one plu t output deliveri a v max charg capac take minut save valu time
0.0,1.0,0.0,0.0,productlink httpswwwamazoninlapstercompatibleonepluschargingcompatibledpb0bmxmlsmmrefsr197qid1672909129selectronicssr197,productlink httpswwwamazoninlapstercompatibleonepluschargingcompatibledpbbmxmlsmmrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07jh1c41d,productid bjhcd
0.0,0.938,0.062,0.0516,productnam wayona nylon braid 2 pack lightn fast usb data cabl fast charger cord iphon ipad tablet 3 ft pack 2 grey,productnam wayona nylon braid pack lightn fast usb data cabl fast charger cord iphon ipad tablet ft pack grey
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 24269,ratingcount
0.0,0.879,0.121,0.8316,aboutproduct high compat iphon xxsmaxxr iphon 88 plusiphon 77 plusiphon 6s6 plusiphon 66 plusiphon 55s5cseipad proipad air 12ipad mini 123ipod nano7ipod touch appl devicesfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bankdur durabl nylon braid design premium aluminum hous toughen nylon fiber wound tightli around cord lend superior durabl ad bit flexibilityhigh secur level design fulli protect devic damag excess currentcopp core thickmultilay shield antiinterfer protect circuit equip,aboutproduct high compat iphon xxsmaxxr iphon plusiphon plusiphon s plusiphon plusiphon scseipad proipad air ipad mini ipod nanoipod touch appl devicesfast chargedata sync charg sync simultan rapid speed compat charg adaptor multiport charg station power bankdur durabl nylon braid design premium aluminum hous toughen nylon fiber wound tightli around cord lend superior durabl ad bit flexibilityhigh secur level design fulli protect devic damag excess currentcopp core thickmultilay shield antiinterfer protect circuit equip
0.0,1.0,0.0,0.0,productlink httpswwwamazoninwayonabraidedwn3lg2syncingchargingdpb07jh1c41drefsr198qid1672909129selectronicssr198,productlink httpswwwamazoninwayonabraidedwnlgsyncingchargingdpbjhcdrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0141ezmai,productid bezmai
0.0,1.0,0.0,0.0,productnam gizga essenti usb wifi adapt pc 150 mbp wireless network adapt desktop nano size wifi dongl compat window mac os linux kernel wpawpa2 encrypt standard black,productnam gizga essenti usb wifi adapt pc mbp wireless network adapt desktop nano size wifi dongl compat window mac os linux kernel wpawpa encrypt standard black
0.0,1.0,0.0,0.0,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt,categori computersaccessoriesnetworkingdevicesnetworkadapterswirelessusbadapt
0.0,1.0,0.0,0.0,rate 36,rate
0.0,1.0,0.0,0.0,ratingcount 10134,ratingcount
0.0,0.827,0.173,0.8316,aboutproduct usb wifi adapt fast wireless transmiss 150 mbp ideal video stream game internet callsusb 20 interfac support high speed usb 20 interfac seamless experienceadvanc secur support 64128 wep wpa pa2wpapskwpa2psktkipa wireless securitynano design high perform nanos design portabilityeasi instal includ quick instal configur guid,aboutproduct usb wifi adapt fast wireless transmiss mbp ideal video stream game internet callsusb interfac support high speed usb interfac seamless experienceadvanc secur support wep wpa pawpapskwpapsktkipa wireless securitynano design high perform nanos design portabilityeasi instal includ quick instal configur guid
0.0,1.0,0.0,0.0,productlink httpswwwamazoninreceiver300mbps80211bwirelessnetworkdpb0141ezmairefsr199qid1672909129selectronicssr199,productlink httpswwwamazoninreceivermbpsbwirelessnetworkdpbezmairefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09q5p2mt3,productid bqpmt
0.0,0.847,0.153,0.4019,productnam oneplu 108 cm 43 inch seri full hd smart android led tv 43 y1 black,productnam oneplu cm inch seri full hd smart android led tv y black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 34899,ratingcount
0.03,0.88,0.091,0.7269,aboutproduct resolut full hd 1920x1080 refresh rate 60 hertzconnect 2 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devic dualband wifisound 20 watt output dolbi audio dolbi atmo decodingsmart tv featur latest android tv 11 oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee5 ero oxygen playdisplay bezelless design led panel antialias gamma engin decod hdr10 hdr10 hlgwarranti inform 1 year comprehens warranti addit 1 year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal,aboutproduct resolut full hd x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic dualband wifisound watt output dolbi audio dolbi atmo decodingsmart tv featur latest android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee ero oxygen playdisplay bezelless design led panel antialias gamma engin decod hdr hdr hlgwarranti inform year comprehens warranti addit year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal
0.0,1.0,0.0,0.0,productlink httpswwwamazoninoneplusinchessmartandroidblackdpb09q5p2mt3refsr1100qid1672909129selectronicssr1100,productlink httpswwwamazoninoneplusinchessmartandroidblackdpbqpmtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08hdh26jx,productid bhdhjx
0.102,0.836,0.062,-0.2732,productnam boat deuc usb 300 2 1 typec micro usb stress resist sturdi cabl 3a fast charg 480mbp data transmiss 10000 bend lifespan extend 15m lengthmercuri black,productnam boat deuc usb typec micro usb stress resist sturdi cabl a fast charg mbp data transmiss bend lifespan extend m lengthmercuri black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 94363,ratingcount
