Date,URL,Review_Title,Author,Rating,Review_text,Review classfication,Rev_Type
Reviewed in India on 7 February 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Excellent overall package,Akshay More,5,  Extremely happy with my choice it is been   month i am using OnePlus tv   got in very aggressive price  excellent performance  best connectivity  best voice recognition  bright display  great audio quality   great display and much more in very aggressive price and best customer service of oneplus  ,fake,0
Reviewed in India on 10 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Viewing angle is not good,Âmit Bhati,4,  Except viewing angle all good  If you see tv from sidewise quality changed alot ,fake,0
Reviewed in India on 8 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Expectations were more   ,akanksha,3,  Its Okay   Performance is not very great  it take timeTo start response       sec late response  I do not know if its just mine   hate it Cz does not support Win   ,fake,0
Reviewed in India on 1 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Value for money ,Prashant jaulkar,5,  In    inch HD LED Segment  Upto   k   k TV s can not stand up in superior quality   features like OnePlus tv offer s in lowest price point  So do not hesitate its like KGF Thing   King of the king  ,fake,0
Reviewed in India on 10 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Average   ,suraj p.,4,  Average       Instead of this tv   yo can go for realme tv   Because of   reason     Picture quality   Low Sound   very low as compare to realme tv ,genuine,1
Reviewed in India on 25 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Average   but worth for money,Ramkumar,3,  Picture Quality  HD content is good to view would not say flawless   Non HD content viewing is pretty average Sound quality  AverageConnectivity   GoodBottom line   do not expect like Samsung or Sony in terms of performance  Expect an average performance  you lol be satisfied ,fake,0
Reviewed in India on 12 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Read it,PVP,2,  Picture quality is best but  sound and remote control is not at all good the tv is strucking and not working smoothly and it is not connect   not controlled by alexa echo dot,genuine,1
Reviewed in India on 18 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=80,Feedback on oneplus TV,Pradeep M R,1,  Guys please do not buy oneplus TV and it is not a good product  We bought a new TV   Months old  and now it is not working now  I have called the support and written back and forth emails but no support  it is a worst support which I have never seen till today  Go for the MI or Samsung ,genuine,1
Reviewed in India on 13 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Defect product poor sound no option to ext speakers,Raj Mahankali,1,  Worst sound  image and features  External speakers no option to connect also defect with product  each time we need to press ten times to switch on  tv,genuine,1
Reviewed in India on 24 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Not as per the quality standards ,shikhar,3,  The M I  tv is better than this and is at lesser price as well   This is android based tv hence it hangs alot ,genuine,1
Reviewed in India on 25 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Very bad sound quality,Divya Shivani,1,  Your browser does not support HTML  video   From starting Very bad sound quality  sometimes sound goes when we start the led And service team is doing experiment on this from starting and now I am not going to buy any product from Amazon because they are not going to solve the problem ,genuine,1
Reviewed in India on 24 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Sound Quality not good,Pooja,3,  If you want a genuine review and if you are looking for sound quality then do not buy it and rather go for MI   Inch smart tv I has all the things  I own one   SOUND  NOT GOODTHIN SCREEN   GOODPICTURE QUALITY   GOODOVERALL       STAR ,fake,0
Reviewed in India on 21 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,good and bad,vivek bali,3,  the tv has great picture quality and it is very hard and tasking to pair the remote control to the tv but for sound quality you will need speakers with a sub woofer as the tv sounds like   old toshiba laptops arguing over who gets to charge first,genuine,1
Reviewed in India on 3 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Excellent user experience,Shubham Sharma,2,  The irregular connectivity of you tube in the tv is major reason for declining this product on top rank,fake,0
Reviewed in India on 6 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,the third class tv you should not buy this ,puneet,1,  it is just    days before this One plus    Inches TV delivered to me and you can see the image which i attached  the TV screen is not working it looks like again the proved that we should not buy any product from any chines company this is the quality of product of giving by one plus now days  Such a Worth less product   ,genuine,1
Reviewed in India on 10 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Worth the Purchase,Lucky M.,4,    Great picture quality when you watch Netflix and Amazon Prime   YouTube playback also is great   TV speakers are average and can be improved   Airpods and other Bluetooth headphones can be connected   Bezel less display as mentioned feels Wonderful    Overall worth the price from OnePlus ,genuine,1
Reviewed in India on 3 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Nothing special     it s ok ok TV,Siva,4,  I guess it is fine for this price Range     no issues found after using for a week   I would say the Response of the Tv with remote is pretty slow   Picture quality is Ok  not much to complain ,genuine,1
Reviewed in India on 23 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=81,Overall Performance is good,Naveen,4,  Picture clarity and the smart features are excellent  Except experiencing screen lagging while chromecast my mobile in TV and sometimes voice recognition is not working  Hope the team will fix the bug and release new updates  Can b made more user friendly ,fake,0
Reviewed in India on 21 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Perfect for small and medium room size,Gaurav,5,  Perfect bedroom television for medium size rooms  Should bundle wall mount as well because the installation agent used a local mount and it does not look good as its a very thin tv sort of picture frame  Voice and picture quality is nice also voice recognition works like a charm,fake,0
Reviewed in India on 10 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Good picture quality better than redmi realme,Bikram H.,5,  it is sound quality is not as good as VU cinema tv but it is okay at this price point  If you really want to enjoy a good picture quality then go for it ,genuine,1
Reviewed in India on 12 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Non recommend,Shashank,2,  Not too good product  my tv is hanging  alexa not connecting few time blutooth connectivity with sound system create mess  Non recommend tv,genuine,1
Reviewed in India on 27 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Not Support AUX cable port,M AMARANATH,1,  No AUX cable Port it does not support AUX cable  Not possible to connect Home theater system to this TV  before purchasing they mentioned AUX cable support but after delivery no any AUX support pin in this TV  I am very Dissatisfied about this TV to connect external Sound system,genuine,1
Reviewed in India on 2 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Ok ok,Sudharsana Reddy,3,  Everything is good  But Remote control operations not working properly  Bluetooth and cast not working,genuine,1
Reviewed in India on 31 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,  one plus connect mirror casting delay  now problem solved by one plus team,rajesh,4,  Bluetooth headset version    not working in this TV sound came improper struck  then one   mirror casting getting very delay in one plus connect    to     second delayed this only problem in my TV    then finally one plus technical support teamsolve that problem now working good thanks to OnePlus,genuine,1
Reviewed in India on 21 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Not up to date TV,Amazon Customer,3,  Getting stuck some time Becz of low Ram When we do screencast my phone is getting heated,genuine,1
Reviewed in India on 13 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,GOOD PICTURE QUALITY,SUDARSANAREDDY KARRI,4,  Product is good instalation on time  better than VU Cinema Picture quality  Sound quality is bad than VU Cenima  so friends you want Best Picture go for oneplus or for sound quality go with VU Cinema ,genuine,1
Reviewed in India on 19 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Worst exp ,Nikhil,1,  did not expected such quality from oneplus,genuine,1
Reviewed in India on 17 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=82,Oneplus Tv rules the segment     ,Mohammed,5,  At this price point you cannot complain  excellent craft and finish  audio   video quality is great compared to MI TV  Best Tv in the   ,fake,0
Reviewed in India on 1 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Nice product at its price ,Aditya Sharma,4,  Using it for   months now Very satisfied with its performance Picture quality is great  Smart features are nice and easy to use We bought one more TV  Onida    inches  at same time for my brother s room and comparing it with Onida  i find one plus to be a better choice ,fake,0
Reviewed in India on 29 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Don t buy this product in your life  No aftersale service,Amazon Customer,1,  do not buy this product in your life because this product is having display problems  My display got  spoilt  No customer care service  I have complain on    sep but till date no enjinear visited to check my TV   so do not buy this product  No aftersales service   ,genuine,1
Reviewed in India on 4 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,After sale service and what is the warranty period,karunasagar sanil,4,  The product was delivered in time  Installation done  But the  Television demonstration not done please depute your person to give a demo of the product  You can inform the company i e Oneplus to give the demo Else we will find it difficult to operate properly all the features available ,genuine,1
Reviewed in India on 3 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Fake products  Invalid IMEI serial  number ,Amazon Customer,1,  When we try to verify the device through onePlus in by entering Serial Number  it will show  invalid device code  Also  not able to connect Alexa to TV  do not TRUST AMAZON  One plus TV is GOOD ,fake,0
Reviewed in India on 31 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Good picture quality but Android OS functionality has bugs,Anamik Grahak,3,  Although the picture quality is good  the response time of basic remote functions are slow  I also observed that the TV struggles with lot of software bugs after the system update ,genuine,1
Reviewed in India on 17 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,I didn t expect that  this product is  not good,Poojha,3,  Sound quality is not good   I did not expect this   Chromecast is not  working well,genuine,1
Reviewed in India on 4 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Great Product with great picture Sound quality in this price range,Abhishek kaushal,5,   Android interface is responsive  Tv has very good picture quality  In built sound quality is great  Plethora or customisations available to improve picture movie quality according to you will ,fake,0
Reviewed in India on 25 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Full TV Review,Ashutosh S.,3,  TV process lagging and sound quality with Dolby Audio Loud but not Clear Sound and Display quality average,genuine,1
Reviewed in India on 22 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Try some other television,sourabh,3,  Picture quality is very good and the tv gets stuck very often and it is not well functional at all please think and buy the tv if not try to buy some other brand or try to buy the other version of oneplus tv  This tv is for the middle class people who can afford it and manages to use it still they get new tv ,genuine,1
Reviewed in India on 15 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=83,Felt cheated  ,Satish Lalwani,5,  Since launch of Oneplus   Y   it is promos promised an echo dot speaker at No Extra Cost  I pre booked and waited for     days to get one in flash sale  But just before flash sale on Prime Day Sale  you removed the offer without any prior notice  I realised it after making payment  Felt really bad ,genuine,1
Reviewed in India on 18 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Voice is not clear,Kshitija Yadav,2,  Overall tv is okay   picture quality is good  voice quality is not upto the mark  voice is not very clear  no one has come for installation   Change command takes time it is not that quick ,genuine,1
Reviewed in India on 25 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Echo dot   do not miss it,Amazon Customer,4,  Since I did not add in the intial purchase they said I can not have it  So do not miss adding it to the purchase Otherwise I have to wait and see the performance,genuine,1
Reviewed in India on 20 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Don t fall for free installation ,DEBASHIS KAR,3,  Asking       for wall mounting  Sound Issue is there  while increasing the sound in STB nothing is happening  And no video output is there when started for first time ,genuine,1
Reviewed in India on 23 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Excellent buy,Kapil jain,5,  Excellent in this price range and spl screen resolution and clarity  Also it is refresh rate is good and sound quality is fine ,fake,0
Reviewed in India on 21 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,My hope lost you and team  amezone ,Naveen thokala,1,  Your browser does not support HTML  video   Totally failed   You are so irresponsible     How Lose my hope   Package already opened   Tv not working But Amazon teem support is very very GOOD Thank you ,fake,0
Reviewed in India on 12 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Picture quality ok but sound quality is not satisfying ,Deepak Rajendran,3,  Like the picture quality  Google voice assistant is very slow  In remote Google assistant was not working  Sound quality not satisfying  Have buy home theatre separately for that ,fake,0
Reviewed in India on 25 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Bad,Npratareddy,1,  do not  buy this tv,genuine,1
Reviewed in India on 28 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Try this new tv  but don t  imagaine this tv to be premium tv this y series is budget tv  ,Sumanth P.m,3,  Picture quality is good  but sound quality is very bad did not expected this from one plus but picture quality is worth the view free installation is done  wall mount is free ask delivery person if needed it is free of cost  on time delivery and installation,fake,0
Reviewed in India on 21 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Awesome buy ,Subhodip Roy,5,  Nice color  great viewing experience  great user interface   loved it I am big time OnePlus user  The quality of the product and at the price what is they are offering is making the deal so awesome,fake,0
Reviewed in India on 11 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=84,Not satisfied with product quality  very low quality raw material use,Mohit Sengar,2,  Very low plastic material use  very  surprised with Oneplus  Koeran manufacturer   LG Samsung  much better          ,fake,0
Reviewed in India on 5 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Sound bar is low,Ayush,4,  Every thing is good   a bit sound problem is always thereVoice recognition thru alexa is a nasty problem   i tried it many times but did not got it done  Out of   i ll gv it   stars  But you should buy samsung or sony if you are looking for good sound and picture quality both  ,fake,0
Reviewed in India on 3 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Dislike product don t buy,Goutham reddy,1,  I have received this product on   th oct and it is hanging like mobile phone even we trying to switch off but still it is on   Very much disappointed     Very slow process   ,fake,0
Reviewed in India on 17 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Facing speed   media support problem ,Shahrukh Jahagirdar,1,  After few days suddenly device speed is slow   media i e  hotstar is not working  Loading time is increased ,genuine,1
Reviewed in India on 25 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Product was good  not the service,Lucky Gupta,4,  No doubt  the TV was good  I agree with all qualities and more but the installation service is not given yet  I am still waiting for it ,fake,0
Reviewed in India on 14 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Worst product I ever seen,Gangadhar Mudadla,1,  Worst product with in one day display problem cmg  only auido cmg  bad quality product and bad customer service no exchange available for exchange they asking   days time for technician enquiry give certificate that tv not working really bad experience with Amazon please do not buy this product,fake,0
Reviewed in India on 21 February 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Perfect smart tv,Sidak Singh,5,  The smart tv everyone should have in thier houses  This product is easy to use  has good sound system  even the services for the product is good ,fake,0
Reviewed in India on 19 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Nice TV,Murali,5,  The product was delivered as promised within    hours   Installation and Demo was done by the same team which delivered the TV  So  everything was smooth and hassle free from beginning to end Performance of the TV is good  Too early to comment about the reliability though ,genuine,1
Reviewed in India on 2 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,Very bed experience,Jay mehta,3,  Tv  is good but  wallmount stand  and  After saleservice  very badNot give proper demo for product and stand  quality c class very difficult to connect any attachments ,genuine,1
Reviewed in India on 10 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,One Plus Tv,Preja,1,  One of worst product from One plus  do not ever try to buy this product,fake,0
Reviewed in India on 7 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=85,I prefer to buy the wall mount stand along with the TV while online purchase itself ,Shruthi m.,4,  The display quality is Very good at lower price Sound quality is also good Wall mount is not available with the TV We need to pay extra for the wall mounting I prefer to buy the wall mount stand along with the TV while online purchase itself ,genuine,1
Reviewed in India on 29 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,line on  screen after    days,krishnalal,1,  what can I do  the line appears on the screen after   days of purchase I placed a warranty issue and still  it does not resolve  after one month  amazon Cancelled the warranty claim do not buy on plus tv  their service is poor and support from amazon is worst ,fake,0
Reviewed in India on 30 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Tv good but service pathetic,Nitika Sareen,3,  The tv is great but lags when it starts and the service of Amazon is pathetic as no one has shown for installation till now as it has been    days I have purchased this tv and always I have to reschedule for next day as they are not showing up at all Worst service by Amazon team   ,fake,0
Reviewed in India on 21 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Budget KING     ,Ravindra Kumar,4,  Waiting for installation    ,genuine,1
Reviewed in India on 12 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Don t buy   ,Amazon Customer,1,  do not buy this    Very poor service from the brand and Amazon  This remote does not work and its been over a week of follow ups with Amazon but no technician had visited so far  they keep rescheduling on their own  until the  days replacement window closes    Pathetic service ,fake,0
Reviewed in India on 19 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Wrost product ever i purchased,Vishal Sinha,1,  Its a wrost product i ever been purchased within a month tv get damage in a month display got damage i really disappoint from amazon never recommand to anyone to go with this product,genuine,1
Reviewed in India on 23 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Wrost installation service of one plus tv team,Ajaypatel,4,  Tv is really good  But wrost installation service   I called installation person form amazon account message centre up to   days they can not receive call and can not help  Its not really good service of amazonSo   All are requesting you not purchase one plus tv from amazon  ,genuine,1
Reviewed in India on 27 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Display issue After   months,Sarah,3,  Your browser does not support HTML  video   This one plus tv purchased before   months ago after that i am facing a problem now showing me some black spots on display in diffrent place while i am watching it      others features are good quality but build display quality is not satisfied,fake,0
Reviewed in India on 9 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Waste tv,Sathibabu Sunkara,1,  Wrist product wifi hotspots is not working remote bluetooth not working  Not coustemer care support no return money waste product,genuine,1
Reviewed in India on 20 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Poor TV,Shubham aggarwal,1,  Television hanging alot and sound quality is also very poor,fake,0
Reviewed in India on 4 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=86,Worthy for money,kowndinya Mannepalli,5,  Facing remote connectivity issue as well as automatically it going to open Netflix or Prime while watching TV  Sound quality need to improve  Screen quality was awesome ,fake,0
Reviewed in India on 14 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,The audio quality of this TV is not at par with its competitors ,Sathish,3,  All the popular OTT platforms are at the finger tips  The video quality is good provided we take an HD DTH connection  The only drawback is its speaker quality  They sound like songs and movies from a tumbler  If they improve that  the TV will be good ,fake,0
Reviewed in India on 24 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,Don t buy Oneplus TV,Aliasgar Lokhandwala,1,  TV Body Quality very poor  Cheap making profuct   do not buy this product  Sound quality is also not so good Buy Sony TV   Very good product ,fake,0
